campaign,impressions,clicks,spend,conversions,reach,ctr,cpc,cpm,cvr,cpa,frequency
497590,27802,8837.0,2.2116198569447163,296,13332,0.3178548305877275,0.00025026817437418994,0.07954894816720799,0.0334955301572932,0.0074716887058943115,2.0853585358535853
29427842,239272,79009.0,131.09247092106472,7060,108793,0.3302057908990605,0.0016592093422403108,0.5478805331215718,0.08935690870660304,0.018568338657374606,2.199332677653893
73328,12950,4218.0,1.001138002477812,798,6600,0.32571428571428573,0.00023734898114694452,0.07730795385929051,0.1891891891891892,0.0012545589003481355,1.9621212121212122
28896342,36445,13012.0,19.886315756985898,595,19100,0.35703114281794485,0.0015283058528270748,0.5456527852102044,0.04572702121118967,0.03342237942350571,1.9081151832460732
6228543,30617,9073.0,13.528854772152684,1291,15541,0.29633863539863475,0.001491111514620598,0.44187395146985936,0.1422903119144715,0.010479360784006726,1.9700791454861335
26091094,30606,10400.0,22.203182126557003,798,13346,0.33980265307456053,0.0021349213583227887,0.7254519416636281,0.07673076923076923,0.027823536499444867,2.2932713921774313
7061828,143611,43944.0,49.22208963488258,2589,60588,0.3059932734957629,0.0011201094491826548,0.34274595702893634,0.05891589295466958,0.01901200835646295,2.3702878457780416
8980584,37815,12607.0,10.732595638390315,1160,13964,0.3333862223985191,0.0008513203488847716,0.2838184751656833,0.09201237407789323,0.009252237619301995,2.7080349470065883
26852338,107659,24346.0,14.535177712237287,1490,53101,0.22613994185344466,0.0005970252900779302,0.13501126438325906,0.061201018647827156,0.009755152827004891,2.027438277998531
5061834,299755,85763.0,141.24441573299453,6465,164036,0.28611032343080184,0.0016469155198977942,0.47119953206116505,0.0753821578069797,0.021847550770764813,1.8273732595283962
4828346,37316,9712.0,9.274128328493948,410,22338,0.2602636938578626,0.0009549143666076964,0.24852954037126024,0.042215815485996705,0.02261982519144865,1.670516608469872
17686799,381084,112964.0,79.42984162550648,3726,188545,0.2964280840969445,0.0007031429625854828,0.2084313212454642,0.03298395949151942,0.02131772453717297,2.0211832718979554
25102583,13342,5906.0,1.1269255234400568,52,5769,0.44266226952480886,0.00019081028165256634,0.08446451232499302,0.008804605485946495,0.021671644681539554,2.312705841566996
2828357,73432,26019.0,30.031212145149308,346,40047,0.35432781348730796,0.0011542031648083826,0.4089662837066852,0.01329797455705446,0.08679541082413095,1.8336454665767723
31262852,1619,739.0,0.6890713133263865,42,839,0.4564546016059296,0.0009324375011182497,0.4256153880953592,0.056833558863328824,0.01640645984110444,1.9296781883194278
1946547,10005,3420.0,1.2911062062849408,129,4029,0.34182908545727136,0.00037751643458624,0.12904609757970423,0.037719298245614034,0.01000857524251892,2.483246463142219
28795042,135054,38564.0,23.611442926562773,2764,43231,0.28554504124276214,0.0006122664382990035,0.17482964537564807,0.07167306296027383,0.008542490204979295,3.1240082348314866
26874680,11239,3352.0,1.4714625997373267,95,5432,0.2982471750155708,0.00043898048918178005,0.1309246907854192,0.028341288782816228,0.015489079997235018,2.069035346097202
13289562,37967,11993.0,6.535166418978923,387,24489,0.3158795796349461,0.0005449150687049882,0.17212754283927945,0.03226882348036354,0.016886734932762076,1.5503695536771611
20898401,3599,888.0,1.2941095629584058,31,1907,0.2467352042233954,0.0014573305889171238,0.35957476047746756,0.03490990990990991,0.041745469772851804,1.8872574724698479
10002432,10561,4289.0,6.112713469757335,313,5310,0.406116844995739,0.0014252071507944357,0.5788006315460027,0.07297738400559571,0.01952943600561449,1.988888888888889
11959615,39801,26960.0,15.466239708510376,496,14292,0.6773699153287606,0.0005736735796925213,0.38858922410267016,0.018397626112759646,0.031181934896190273,2.7848446683459276
29614012,12873,5291.0,3.705296809683701,114,6253,0.4110153033480929,0.0007003017973320169,0.2878347556656336,0.021546021546021546,0.03250260359371668,2.058691827922597
7413800,4119,1565.0,1.7961026885360718,28,2492,0.3799465889779073,0.0011476694495438158,0.43605309262832526,0.017891373801916934,0.06414652459057399,1.6528892455858748
26949222,11824,3593.0,3.8388474026173403,330,5347,0.3038734776725304,0.0010684239918222489,0.324665714023794,0.09184525466184247,0.011632870917022243,2.2113334580138395
27091104,15325,4781.0,4.459877614570813,416,9310,0.311973898858075,0.0009328336361787939,0.2910197464646534,0.0870110855469567,0.01072085965041061,1.646079484425349
11387831,4855,1753.0,0.6714553476637444,69,2046,0.36107106076210094,0.00038303214356174805,0.1383018223818217,0.039361095265259556,0.009731236922662962,2.3729227761485827
7828337,3715,1283.0,1.9243018753569276,124,1755,0.34535666218034994,0.0014998455770513855,0.5179816622764274,0.09664848012470771,0.015518563510942964,2.116809116809117
6516505,16182,6521.0,3.643658069036472,165,8182,0.4029786182177728,0.0005587575631094114,0.2251673507005606,0.025302867658334612,0.02208277617597862,1.9777560498655586
7144711,12846,3516.0,3.5124145021708215,97,6599,0.27370387669313406,0.00099898023383698,0.273424762740995,0.027588168373151308,0.0362104587852662,1.9466585846340354
20922679,17202,6378.0,5.8133860991418915,263,12084,0.37077084059993026,0.000911474772521463,0.33794826759341307,0.04123549702100972,0.022104129654531908,1.4235352532274081
32135670,56466,15178.0,12.597259394821013,470,17678,0.26879892324584703,0.0008299683354078938,0.2230945948857899,0.03096587165634471,0.026802679563448964,3.194139608553004
18496278,1745,162.0,0.12355847694370913,23,1235,0.09283667621776505,0.0007627066478006736,0.07080715011100809,0.1419753086419753,0.005372107693204745,1.4129554655870444
25998435,15596,5307.0,4.347358500802623,94,6647,0.3402795588612465,0.0008191743924632793,0.27874830089783426,0.017712455247785943,0.04624849468938961,2.346321648864149
13661605,47858,13999.0,15.416938615063344,901,27556,0.29251117890425843,0.0011012885645448492,0.32213921632879233,0.06436174012429459,0.01711091966155754,1.7367542458992598
32452108,10145,3079.0,0.6371202951462778,111,6366,0.3034992607195663,0.0002069244219377323,0.06280140908292535,0.03605066580058461,0.005739822478795295,1.5936223688344329
11321105,33775,10077.0,18.78749843280992,739,14596,0.2983567727609178,0.0018643940094085461,0.5562545798019222,0.07333531805100725,0.025422866620852393,2.3139901342833653
29531970,7531,2748.0,1.3180083327807481,1259,4604,0.36489178064002126,0.00047962457524772494,0.17501106530085622,0.4581513828238719,0.0010468692079275204,1.6357515204170288
14289571,81357,24935.0,14.93039382152489,1257,42344,0.3064886856693339,0.0005987725615209501,0.18351701539541637,0.050411068778824945,0.011877799380688059,1.9213347817872661
13300118,11747,3219.0,2.719503329226486,74,5042,0.2740274112539372,0.0008448286204493588,0.23150619981497286,0.022988505747126436,0.036750044989547107,2.3298294327647757
11097337,26066,13308.0,5.288807162663898,1065,11104,0.5105501419473644,0.000397415626890885,0.20290060472124213,0.08002705139765555,0.004966016115177369,2.3474423631123917
3877975,22968,13255.0,4.22463415403909,385,6997,0.5771072796934866,0.0003187200417984979,0.18393565630612546,0.029045643153526972,0.010973075724776857,3.282549664141775
25119476,16094,5232.0,4.153336134139381,271,9878,0.325090095687834,0.0007938333589715942,0.25806736262827024,0.05179663608562691,0.015325963594610262,1.6292771816157117
22445172,11242,4059.0,1.8780888868056054,45,6338,0.3610567514677104,0.0004626974345419082,0.16706003262814495,0.011086474501108648,0.04173530859568012,1.773745661091827
30405203,9857,6839.0,1.3152595436955932,1460,4434,0.6938216495891245,0.0001923175235700531,0.13343406144826958,0.21348150314373446,0.0009008627011613652,2.2230491655390168
28752986,11586,3644.0,3.420191369694874,1096,4622,0.31451752114621095,0.0009385816052949709,0.2952003598908056,0.300768386388584,0.003120612563590213,2.5067070532237126
29614010,12237,5046.0,5.112163016984372,184,7386,0.4123559696003923,0.0010131119732430384,0.41776277004039974,0.0364645263575109,0.02778349465752376,1.656783103168156
3884873,14775,6252.0,0.969551623681184,98,5978,0.42314720812182743,0.00015507863462590915,0.06562109128129841,0.015674984005118364,0.009893383915114122,2.4715623954499835
884761,20375,8282.0,5.412405740176586,236,6896,0.406478527607362,0.0006535143371379602,0.26563954553013924,0.028495532480077277,0.022933922627866893,2.9546113689095126
31452108,4347,1354.0,1.4506321231146433,139,1889,0.3114791810443984,0.0010713678900403569,0.3337087929870355,0.10265878877400296,0.010436202324565779,2.301217575436739
24321351,10650,3536.0,2.8629931192418057,106,5388,0.332018779342723,0.0008096699997855785,0.26882564499923056,0.02997737556561086,0.027009369049450997,1.9766146993318485
27990027,13636,5518.0,2.9727214984916084,117,7020,0.40466412437665006,0.0005387316959934049,0.21800539003311883,0.021203334541500543,0.025407876055483832,1.9424501424501424
73325,5692,1511.0,0.425294716585753,275,2816,0.26546029515108926,0.00028146572904417806,0.07471797550698402,0.18199867637326275,0.001546526242130011,2.0213068181818183
17132183,13069,4713.0,1.793139882940606,98,8170,0.3606243782997934,0.0003804667691365597,0.13720559208360286,0.02079354975599406,0.0182973457442919,1.5996328029375766
31129937,4642,1596.0,2.8265437989242965,126,2377,0.34381732012063765,0.0017710174178723662,0.6089064624998485,0.07894736842105263,0.022432887293049972,1.9528817837610433
12700456,9876,3700.0,4.165030213740521,47,6319,0.37464560550830295,0.0011256838415514923,0.4217325044289714,0.012702702702702703,0.08861766412213874,1.5629055230257953
18104558,2591,1064.0,1.0357561398709147,29,1286,0.41065225781551523,0.0009734550186756717,0.39975150130100917,0.02725563909774436,0.03571572896106603,2.0147744945567654
9097339,20835,7781.0,8.47793251343741,222,10176,0.373458123350132,0.0010895685019197288,0.40690820798835664,0.028531037141755557,0.03818888519566401,2.0474646226415096
28795047,2470,942.0,1.4188849045810585,52,1315,0.3813765182186235,0.0015062472447781939,0.5744473297899022,0.055201698513800426,0.027286248165020358,1.8783269961977187
20530187,12494,4176.0,2.6894282731219823,70,5610,0.33424043540899634,0.0006440201803453023,0.21525758549079416,0.016762452107279693,0.0384204039017426,2.2270944741532976
1415896,11965,4641.0,4.623120446665971,252,6523,0.38788132051817803,0.0009961474782732107,0.38638699930346604,0.05429864253393665,0.0183457160581983,1.8342787061168173
14006998,7238,2232.0,3.782328766501413,60,2479,0.3083724785852445,0.001694591741264074,0.5225654554436879,0.026881720430107527,0.06303881277502356,2.919725695845099
16920604,4861,1526.0,1.3443453535305092,86,2952,0.3139271754782966,0.0008809602578836889,0.27655736546605825,0.0563564875491481,0.015631922715471036,1.646680216802168
22296560,2139,730.0,1.054194583460296,21,1114,0.3412809724170173,0.001444102169123693,0.49284459254805796,0.028767123287671233,0.0501997420695379,1.9201077199281866
29687342,3215,1409.0,0.5752606305739951,158,1883,0.43825816485225505,0.00040827582013768285,0.17893021168709025,0.11213626685592619,0.0036408900669240196,1.7073818374933616
27644431,2564,296.0,0.23522800757827417,38,1929,0.11544461778471139,0.0007946892147914667,0.09174259265923329,0.12837837837837837,0.006190210725744057,1.3291861067910835
29874688,5727,2001.0,2.1096404885488713,45,2973,0.3493975903614458,0.0010542930977255728,0.36836746788001945,0.022488755622188907,0.046880899745530474,1.9263370332996972
27031690,10370,3795.0,0.8055758929902994,104,6424,0.3659594985535198,0.00021227296257978905,0.07768330694216966,0.02740447957839262,0.007745922047983648,1.6142590286425902
11765782,3551,1802.0,1.3467904398165915,115,1505,0.5074626865671642,0.0007473864815852339,0.37927075184922315,0.06381798002219756,0.011711221215796448,2.359468438538206
23852344,5322,2413.0,7.363236851566858,128,1311,0.4534009770762871,0.00305148646977491,1.3835469469310142,0.05304600082884376,0.057525287902866075,4.059496567505721
24982960,2885,1247.0,0.6998871232907112,88,1182,0.4322357019064125,0.0005612567147479642,0.2425951900487734,0.07056936647955092,0.007953262764667172,2.4407783417935702
1341198,2841,862.0,0.7362567556298939,107,1828,0.3034142907426962,0.0008541261666240069,0.259154085051001,0.12412993039443156,0.0068809042582233075,1.5541575492341357
32321347,3574,1105.0,0.5646919570948503,59,2250,0.30917739227756014,0.0005110334453347062,0.15799998799520154,0.05339366515837104,0.0095710501202517,1.5884444444444445
26750602,4550,1338.0,1.5122554397507033,47,2327,0.29406593406593406,0.0011302357546716765,0.3323638329122425,0.035127055306427506,0.032175647654270285,1.9553072625698324
1871873,3001,656.0,0.6403516552910683,77,1733,0.218593802065978,0.0009761458159924821,0.21337942528859322,0.1173780487804878,0.008316255263520367,1.7316791690709752
7828336,1824,580.0,1.8585964688764984,36,790,0.31798245614035087,0.0032044766704767214,1.0189673623226416,0.06206896551724138,0.051627679691013846,2.3088607594936708
2073319,3090,805.0,0.1428003528557073,354,1433,0.2605177993527508,0.00017739174267789726,0.046213706425795247,0.43975155279503103,0.0004033908272760093,2.156315422191207
13810178,943,376.0,0.5618694331682268,17,381,0.3987274655355249,0.001494333598851667,0.5958318485347049,0.04521276595744681,0.03305114312754275,2.4750656167979
21898401,245,129.0,0.08451897404954808,23,150,0.5265306122448979,0.000655185845345334,0.3449754042838697,0.17829457364341086,0.0036747380021542645,1.6333333333333333
21443097,473,146.0,0.039535580402191205,27,324,0.3086680761099366,0.0002707916465903507,0.08358473657968543,0.18493150684931506,0.0014642807556367113,1.4598765432098766
13442441,127,24.0,0.0067617450382498005,8,78,0.1889763779527559,0.0002817393765937417,0.05324208691535276,0.3333333333333333,0.0008452181297812251,1.6282051282051282
29389116,36163,11267.0,15.576923436994388,591,16609,0.31156154080137155,0.0013825262658200398,0.43074201357725816,0.05245406940623058,0.02635689244838306,2.177313504726353
5686703,67793,23999.0,15.86151472587443,698,32929,0.35400410071836325,0.0006609239854108267,0.23396980109855636,0.02908454518938289,0.02272423313162526,2.0587627926751497
9100690,41535,12787.0,8.495005983278714,6359,27362,0.30786084025520644,0.0006643470699365539,0.20452644717175186,0.49730194729021665,0.001335902812278458,1.5179811417294058
497593,191679,78565.0,20.475079417701274,1501,81528,0.409877973069559,0.00026061324276333323,0.10681962769891992,0.019105199516324063,0.013640958972485859,2.351081836914925
3144706,29905,10527.0,9.983543680091545,48,13494,0.3520147132586524,0.0009483750052333566,0.333841955528893,0.004559703619264748,0.20799049333524053,2.216170149696161
30752994,49911,21745.0,8.001536751680034,128,23601,0.4356755023942618,0.0003679713383159362,0.1603160976874844,0.005886410669119338,0.06251200587250026,2.114783271895259
11843320,18463,4899.0,1.9265094028521135,59,11503,0.2653414937984076,0.0003932454384266408,0.10434433206153461,0.012043274137579097,0.03265270174325616,1.6050595496826914
13300124,19317,5808.0,3.9628436144889667,340,14456,0.30066780555986955,0.0006823077848638028,0.20514798439141516,0.05853994490358127,0.011655422395555785,1.336261759822911
4869923,15033,7822.0,6.601415106665643,246,4158,0.5203219583582784,0.0008439548845136337,0.43912825827616864,0.031449757095372025,0.026835020758803427,3.6154401154401152
2946551,48943,31811.0,13.04279652289719,1033,20782,0.6499601577345074,0.0004100090070383575,0.2664895188872196,0.03247304391562667,0.01262613409767395,2.3550668848041574
18323505,12791,4095.0,6.35943162244311,49,7091,0.32014697834414824,0.0015529747551753627,0.4971801753141358,0.011965811965811967,0.1297843188253696,1.8038358482583556
27891651,23789,8908.0,5.51226816307855,279,13984,0.3744587834713523,0.0006187997488862315,0.23171500118031654,0.03132016165244724,0.019757233559421328,1.701158466819222
12289574,42523,15615.0,8.966929809260858,144,20442,0.36721303765021285,0.0005742510284509034,0.21087246453121503,0.009221902017291067,0.062270345897644845,2.0801780647686137
7686710,72214,27040.0,19.534571621230644,730,34404,0.37444262885313095,0.0007224323824419616,0.2705094804501986,0.026997041420118342,0.026759687152370745,2.0990001162655507
17314989,11739,4080.0,1.747676555221873,224,5355,0.3475594173268592,0.0004283520968681061,0.1488778051982173,0.054901960784313725,0.007802127478669076,2.1921568627450982
10123946,5534,2365.0,1.1007713983440661,103,2883,0.42735814962052765,0.0004654424517311062,0.19891062492664727,0.043551797040169135,0.010687100954796759,1.9195282691640652
27323541,18707,7376.0,2.494906523207973,195,13377,0.3942909071470573,0.00033824654598806574,0.13336753745699326,0.026437093275488068,0.012794392426707553,1.3984450923226432
22274902,13149,1991.0,2.312316451542452,42,8555,0.15141835881055593,0.0011613844558224268,0.17585492824872248,0.02109492717227524,0.05505515360815362,1.5369959088252485
32135669,2620,955.0,1.502182723234315,52,654,0.36450381679389315,0.0015729662023395968,0.5733521844405782,0.05445026178010471,0.028888129292967597,4.00611620795107
23852330,9072,3739.0,6.509149546513793,215,3089,0.412147266313933,0.0017408797931301933,0.7174988477197743,0.057502005883926184,0.030275114169831596,2.9368727743606344
14576401,15752,6390.0,6.829091960978532,171,7055,0.40566277298120873,0.0010687154868511005,0.43353808792397996,0.02676056338028169,0.03993621029812007,2.2327427356484764
2390251,48641,15000.0,8.834605471761444,458,19577,0.30838181780802204,0.0005889736981174295,0.18162877966656615,0.030533333333333332,0.01928953159773241,2.484599274659039
2576437,128938,51628.0,10.89911695961518,696,59274,0.4004094991391211,0.00021110864181481326,0.0845299055330095,0.013481056790888665,0.015659650804044797,2.1752876471977594
3892353,37167,13109.0,27.345142655867168,767,17020,0.35270535690262866,0.002085982352266929,0.735737150048892,0.05850942100846746,0.035652076474403084,2.1837250293772033
22589171,16614,3148.0,3.953433218073433,94,9187,0.18947875285903454,0.0012558555330601756,0.23795794017536012,0.02986022871664549,0.04205780019227057,1.808424948296506
13458071,7826,2307.0,2.095106082951643,58,3322,0.2947866087400971,0.0009081517481368196,0.26771097405464384,0.025140875596012136,0.03612251867158005,2.3558097531607465
24267774,8692,3644.0,0.8063428016057439,91,4990,0.41923607915324435,0.0002212795833166147,0.09276838490632121,0.024972557628979142,0.008860909907755428,1.7418837675350702
442617,11404,3129.0,1.869235858358709,131,7027,0.2743774114345844,0.0005973908144323135,0.16391054527873633,0.04186641099392777,0.014268976018005412,1.6228831649352498
26891650,30922,10998.0,9.80558187126818,5491,20268,0.3556691029040812,0.000891578638958736,0.3171069746868954,0.4992725950172759,0.0017857552123963175,1.5256562068284982
17288254,37940,14047.0,6.787772380728814,550,19687,0.3702424881391671,0.000483218650297488,0.17890807540139203,0.03915426781519186,0.012341404328597844,1.9271600548585361
23852343,11602,4851.0,8.079408812291359,160,3083,0.4181175659369074,0.0016655140821050006,0.6963806940433854,0.03298289012574727,0.05049630507682099,3.763217645150827
15574227,8932,3400.0,5.637436419535336,74,4006,0.380653828929691,0.0016580695351574519,0.631150517189357,0.02176470588235294,0.076181573236964,2.229655516724913
29614013,14232,5972.0,3.6301830630874297,126,7230,0.4196177627880832,0.0006078672242276339,0.25507188470260184,0.021098459477561955,0.028810976691170078,1.9684647302904563
14106399,5346,1638.0,2.0420823378382384,699,2610,0.3063973063973064,0.0012466925139427586,0.38198322817774755,0.4267399267399267,0.002921433959711357,2.0482758620689654
14398570,3966,1295.0,0.7568909683221172,59,2083,0.3265254664649521,0.0005844717902101291,0.19084492393396804,0.04555984555984556,0.012828660480035885,1.9039846375420066
26383493,8734,3678.0,1.2711078971384266,54,4517,0.42111289214563774,0.00034559757942860975,0.1455355961917136,0.01468189233278956,0.023539035132193086,1.9335842373256587
25866076,22429,8650.0,2.5244263201921253,99,9045,0.38566142048241114,0.00029184119308579484,0.11255188908074927,0.011445086705202312,0.025499255759516417,2.479712548369265
14102485,13462,4068.0,9.631101432653693,40,5490,0.30218392512256725,0.002367527392491075,0.7154287202981499,0.00983284169124877,0.24077753581634234,2.452094717668488
19000595,7985,2397.0,1.7889249819282655,96,2056,0.300187852222918,0.000746318307020553,0.2240356896591441,0.04005006257822278,0.018634635228419433,3.8837548638132295
2953716,38028,14344.0,2.472930659327459,247,18462,0.37719575049963183,0.0001724017470250599,0.06502920635656514,0.017219743446737313,0.010011865017520077,2.059798505037374
16294809,5015,1910.0,0.7184933604906393,48,3205,0.38085742771684944,0.0003761745342882928,0.143268865501623,0.025130890052356022,0.014968611676888318,1.564742589703588
5743167,7695,2887.0,4.750287128157086,167,3501,0.3751786874593892,0.0016454060021326934,0.6173212642179449,0.05784551437478351,0.02844483310273704,2.197943444730077
11289564,35239,13353.0,7.62596980685708,575,18249,0.3789267572859616,0.0005711053551154857,0.21640710028255855,0.0430614843106418,0.0132625561858384,1.9310099183516904
26945970,4480,1847.0,0.5552060423297713,55,2692,0.4122767857142857,0.00030059883179738565,0.12392992016289539,0.02977801840822956,0.010094655315086751,1.6641901931649332
23385780,14280,3931.0,11.347766354953702,62,6299,0.27528011204481795,0.002886737816065556,0.7946615094505394,0.015772068176036633,0.18302848959602744,2.267026512144785
12843317,27166,14567.0,16.27939762341964,341,7602,0.5362217477729515,0.0011175532109164302,0.5992563359868822,0.023409075307201207,0.04774016898363531,3.5735332807156013
13661597,41107,14403.0,8.411722517213411,202,22410,0.3503782810713504,0.0005840257250026669,0.2046299296278836,0.014024855932791779,0.04164219067927431,1.8343150379294957
14257845,18338,7503.0,7.172689513960538,528,10744,0.4091503980804886,0.0009559762113768544,0.39113804744031727,0.0703718512594962,0.013584639230985868,1.7068131049888309
24119478,12200,3594.0,4.148635244667977,336,8002,0.2945901639344262,0.00115432254999109,0.34005206923508,0.09348914858096828,0.012347128704368979,1.5246188452886777
4828354,7656,2529.0,2.263101561185393,87,3297,0.3303291536050157,0.0008948602456249083,0.2955984275320524,0.03440094899169632,0.02601266162282061,2.3221110100090994
18916124,9307,2224.0,2.502276550294217,204,4846,0.23895992263887397,0.0011251243481538746,0.2688596271939634,0.09172661870503597,0.012266061521050083,1.9205530334296328
14458669,5371,1477.0,0.35698742390317206,25,3126,0.27499534537330106,0.00024169764651535007,0.06646572777940273,0.016926201760324982,0.014279496956126882,1.718170185540627
3788051,6351,1395.0,2.0998057208400223,105,2758,0.21965044874822862,0.0015052370758709837,0.33062599918753305,0.07526881720430108,0.019998149722285925,2.302755620014503
14300126,4284,1461.0,1.034893736959059,87,3052,0.34103641456582634,0.0007083461580828604,0.24157183402405671,0.059548254620123205,0.011895330309874242,1.4036697247706422
27091101,5000,1884.0,2.4929100977112952,185,2699,0.3768,0.00132320068880642,0.49858201954225906,0.09819532908704884,0.013475189717358352,1.852537977028529
22419532,39020,11980.0,4.475217903819702,143,21988,0.3070220399794977,0.00037355742102000857,0.11469036145104312,0.011936560934891486,0.03129523009664128,1.7746043296343461
6210424,21533,9509.0,7.091195089597736,344,9149,0.4416012631774486,0.0007457351024921376,0.329317563256292,0.03617625407508676,0.020613939213946907,2.353590556344956
13947793,23920,8312.0,5.906291705168553,38,9582,0.3474916387959866,0.0007105740742503071,0.24691854954718034,0.004571703561116458,0.15542872908338298,2.496347317887706
20309767,6252,2535.0,1.1778751939298957,174,2744,0.40547024952015354,0.0004646450469151462,0.18839974311098778,0.06863905325443787,0.006769397666263768,2.2784256559766765
9106407,20877,5468.0,3.0120195166948376,2198,11843,0.26191502610528333,0.0005508448274862541,0.14427453737102253,0.4019751280175567,0.0013703455489967413,1.7628134763151229
