campaign,impressions,clicks,spend,conversions,reach,ctr,cpc,cpm,cvr,cpa,frequency
497590,27802,8837.0,2.2116198569447163,296,13332,0.3178548305877275,0.00025026817437418994,0.07954894816720799,0.0334955301572932,0.0074716887058943115,2.0853585358535853
29427842,239272,79009.0,131.09247092106472,7060,108793,0.3302057908990605,0.0016592093422403108,0.5478805331215718,0.08935690870660304,0.018568338657374606,2.199332677653893
73328,12950,4218.0,1.001138002477812,798,6600,0.32571428571428573,0.00023734898114694452,0.07730795385929051,0.1891891891891892,0.0012545589003481355,1.9621212121212122
28896342,36445,13012.0,19.886315756985898,595,19100,0.35703114281794485,0.0015283058528270748,0.5456527852102044,0.04572702121118967,0.03342237942350571,1.9081151832460732
6228543,30617,9073.0,13.528854772152684,1291,15541,0.29633863539863475,0.001491111514620598,0.44187395146985936,0.1422903119144715,0.010479360784006726,1.9700791454861335
26091094,30606,10400.0,22.203182126557003,798,13346,0.33980265307456053,0.0021349213583227887,0.7254519416636281,0.07673076923076923,0.027823536499444867,2.2932713921774313
7061828,143611,43944.0,49.22208963488258,2589,60588,0.3059932734957629,0.0011201094491826548,0.34274595702893634,0.05891589295466958,0.01901200835646295,2.3702878457780416
8980584,37815,12607.0,10.732595638390315,1160,13964,0.3333862223985191,0.0008513203488847716,0.2838184751656833,0.09201237407789323,0.009252237619301995,2.7080349470065883
26852338,107659,24346.0,14.535177712237287,1490,53101,0.22613994185344466,0.0005970252900779302,0.13501126438325906,0.061201018647827156,0.009755152827004891,2.027438277998531
5061834,299755,85763.0,141.24441573299453,6465,164036,0.28611032343080184,0.0016469155198977942,0.47119953206116505,0.0753821578069797,0.021847550770764813,1.8273732595283962
4828346,37316,9712.0,9.274128328493948,410,22338,0.2602636938578626,0.0009549143666076964,0.24852954037126024,0.042215815485996705,0.02261982519144865,1.670516608469872
17686799,381084,112964.0,79.42984162550648,3726,188545,0.2964280840969445,0.0007031429625854828,0.2084313212454642,0.03298395949151942,0.02131772453717297,2.0211832718979554
25102583,13342,5906.0,1.1269255234400568,52,5769,0.44266226952480886,0.00019081028165256634,0.08446451232499302,0.008804605485946495,0.021671644681539554,2.312705841566996
2828357,73432,26019.0,30.031212145149308,346,40047,0.35432781348730796,0.0011542031648083826,0.4089662837066852,0.01329797455705446,0.08679541082413095,1.8336454665767723
1946547,10005,3420.0,1.2911062062849408,129,4029,0.34182908545727136,0.00037751643458624,0.12904609757970423,0.037719298245614034,0.01000857524251892,2.483246463142219
28795042,135054,38564.0,23.611442926562773,2764,43231,0.28554504124276214,0.0006122664382990035,0.17482964537564807,0.07167306296027383,0.008542490204979295,3.1240082348314866
26874680,11239,3352.0,1.4714625997373267,95,5432,0.2982471750155708,0.00043898048918178005,0.1309246907854192,0.028341288782816228,0.015489079997235018,2.069035346097202
13289562,37967,11993.0,6.535166418978923,387,24489,0.3158795796349461,0.0005449150687049882,0.17212754283927945,0.03226882348036354,0.016886734932762076,1.5503695536771611
10002432,10561,4289.0,6.112713469757335,313,5310,0.406116844995739,0.0014252071507944357,0.5788006315460027,0.07297738400559571,0.01952943600561449,1.988888888888889
11959615,39801,26960.0,15.466239708510376,496,14292,0.6773699153287606,0.0005736735796925213,0.38858922410267016,0.018397626112759646,0.031181934896190273,2.7848446683459276
29614012,12873,5291.0,3.705296809683701,114,6253,0.4110153033480929,0.0007003017973320169,0.2878347556656336,0.021546021546021546,0.03250260359371668,2.058691827922597
26949222,11824,3593.0,3.8388474026173403,330,5347,0.3038734776725304,0.0010684239918222489,0.324665714023794,0.09184525466184247,0.011632870917022243,2.2113334580138395
27091104,15325,4781.0,4.459877614570813,416,9310,0.311973898858075,0.0009328336361787939,0.2910197464646534,0.0870110855469567,0.01072085965041061,1.646079484425349
6516505,16182,6521.0,3.643658069036472,165,8182,0.4029786182177728,0.0005587575631094114,0.2251673507005606,0.025302867658334612,0.02208277617597862,1.9777560498655586
7144711,12846,3516.0,3.5124145021708215,97,6599,0.27370387669313406,0.00099898023383698,0.273424762740995,0.027588168373151308,0.0362104587852662,1.9466585846340354
20922679,17202,6378.0,5.8133860991418915,263,12084,0.37077084059993026,0.000911474772521463,0.33794826759341307,0.04123549702100972,0.022104129654531908,1.4235352532274081
32135670,56466,15178.0,12.597259394821013,470,17678,0.26879892324584703,0.0008299683354078938,0.2230945948857899,0.03096587165634471,0.026802679563448964,3.194139608553004
25998435,15596,5307.0,4.347358500802623,94,6647,0.3402795588612465,0.0008191743924632793,0.27874830089783426,0.017712455247785943,0.04624849468938961,2.346321648864149
13661605,47858,13999.0,15.416938615063344,901,27556,0.29251117890425843,0.0011012885645448492,0.32213921632879233,0.06436174012429459,0.01711091966155754,1.7367542458992598
32452108,10145,3079.0,0.6371202951462778,111,6366,0.3034992607195663,0.0002069244219377323,0.06280140908292535,0.03605066580058461,0.005739822478795295,1.5936223688344329
11321105,33775,10077.0,18.78749843280992,739,14596,0.2983567727609178,0.0018643940094085461,0.5562545798019222,0.07333531805100725,0.025422866620852393,2.3139901342833653
14289571,81357,24935.0,14.93039382152489,1257,42344,0.3064886856693339,0.0005987725615209501,0.18351701539541637,0.050411068778824945,0.011877799380688059,1.9213347817872661
13300118,11747,3219.0,2.719503329226486,74,5042,0.2740274112539372,0.0008448286204493588,0.23150619981497286,0.022988505747126436,0.036750044989547107,2.3298294327647757
11097337,26066,13308.0,5.288807162663898,1065,11104,0.5105501419473644,0.000397415626890885,0.20290060472124213,0.08002705139765555,0.004966016115177369,2.3474423631123917
3877975,22968,13255.0,4.22463415403909,385,6997,0.5771072796934866,0.0003187200417984979,0.18393565630612546,0.029045643153526972,0.010973075724776857,3.282549664141775
25119476,16094,5232.0,4.153336134139381,271,9878,0.325090095687834,0.0007938333589715942,0.25806736262827024,0.05179663608562691,0.015325963594610262,1.6292771816157117
22445172,11242,4059.0,1.8780888868056054,45,6338,0.3610567514677104,0.0004626974345419082,0.16706003262814495,0.011086474501108648,0.04173530859568012,1.773745661091827
28752986,11586,3644.0,3.420191369694874,1096,4622,0.31451752114621095,0.0009385816052949709,0.2952003598908056,0.300768386388584,0.003120612563590213,2.5067070532237126
29614010,12237,5046.0,5.112163016984372,184,7386,0.4123559696003923,0.0010131119732430384,0.41776277004039974,0.0364645263575109,0.02778349465752376,1.656783103168156
3884873,14775,6252.0,0.969551623681184,98,5978,0.42314720812182743,0.00015507863462590915,0.06562109128129841,0.015674984005118364,0.009893383915114122,2.4715623954499835
884761,20375,8282.0,5.412405740176586,236,6896,0.406478527607362,0.0006535143371379602,0.26563954553013924,0.028495532480077277,0.022933922627866893,2.9546113689095126
24321351,10650,3536.0,2.8629931192418057,106,5388,0.332018779342723,0.0008096699997855785,0.26882564499923056,0.02997737556561086,0.027009369049450997,1.9766146993318485
27990027,13636,5518.0,2.9727214984916084,117,7020,0.40466412437665006,0.0005387316959934049,0.21800539003311883,0.021203334541500543,0.025407876055483832,1.9424501424501424
17132183,13069,4713.0,1.793139882940606,98,8170,0.3606243782997934,0.0003804667691365597,0.13720559208360286,0.02079354975599406,0.0182973457442919,1.5996328029375766
9097339,20835,7781.0,8.47793251343741,222,10176,0.373458123350132,0.0010895685019197288,0.40690820798835664,0.028531037141755557,0.03818888519566401,2.0474646226415096
20530187,12494,4176.0,2.6894282731219823,70,5610,0.33424043540899634,0.0006440201803453023,0.21525758549079416,0.016762452107279693,0.0384204039017426,2.2270944741532976
1415896,11965,4641.0,4.623120446665971,252,6523,0.38788132051817803,0.0009961474782732107,0.38638699930346604,0.05429864253393665,0.0183457160581983,1.8342787061168173
27031690,10370,3795.0,0.8055758929902994,104,6424,0.3659594985535198,0.00021227296257978905,0.07768330694216966,0.02740447957839262,0.007745922047983648,1.6142590286425902
29389116,36163,11267.0,15.576923436994388,591,16609,0.31156154080137155,0.0013825262658200398,0.43074201357725816,0.05245406940623058,0.02635689244838306,2.177313504726353
5686703,67793,23999.0,15.86151472587443,698,32929,0.35400410071836325,0.0006609239854108267,0.23396980109855636,0.02908454518938289,0.02272423313162526,2.0587627926751497
9100690,41535,12787.0,8.495005983278714,6359,27362,0.30786084025520644,0.0006643470699365539,0.20452644717175186,0.49730194729021665,0.001335902812278458,1.5179811417294058
497593,191679,78565.0,20.475079417701274,1501,81528,0.409877973069559,0.00026061324276333323,0.10681962769891992,0.019105199516324063,0.013640958972485859,2.351081836914925
3144706,29905,10527.0,9.983543680091545,48,13494,0.3520147132586524,0.0009483750052333566,0.333841955528893,0.004559703619264748,0.20799049333524053,2.216170149696161
30752994,49911,21745.0,8.001536751680034,128,23601,0.4356755023942618,0.0003679713383159362,0.1603160976874844,0.005886410669119338,0.06251200587250026,2.114783271895259
11843320,18463,4899.0,1.9265094028521135,59,11503,0.2653414937984076,0.0003932454384266408,0.10434433206153461,0.012043274137579097,0.03265270174325616,1.6050595496826914
13300124,19317,5808.0,3.9628436144889667,340,14456,0.30066780555986955,0.0006823077848638028,0.20514798439141516,0.05853994490358127,0.011655422395555785,1.336261759822911
4869923,15033,7822.0,6.601415106665643,246,4158,0.5203219583582784,0.0008439548845136337,0.43912825827616864,0.031449757095372025,0.026835020758803427,3.6154401154401152
2946551,48943,31811.0,13.04279652289719,1033,20782,0.6499601577345074,0.0004100090070383575,0.2664895188872196,0.03247304391562667,0.01262613409767395,2.3550668848041574
18323505,12791,4095.0,6.35943162244311,49,7091,0.32014697834414824,0.0015529747551753627,0.4971801753141358,0.011965811965811967,0.1297843188253696,1.8038358482583556
27891651,23789,8908.0,5.51226816307855,279,13984,0.3744587834713523,0.0006187997488862315,0.23171500118031654,0.03132016165244724,0.019757233559421328,1.701158466819222
12289574,42523,15615.0,8.966929809260858,144,20442,0.36721303765021285,0.0005742510284509034,0.21087246453121503,0.009221902017291067,0.062270345897644845,2.0801780647686137
7686710,72214,27040.0,19.534571621230644,730,34404,0.37444262885313095,0.0007224323824419616,0.2705094804501986,0.026997041420118342,0.026759687152370745,2.0990001162655507
17314989,11739,4080.0,1.747676555221873,224,5355,0.3475594173268592,0.0004283520968681061,0.1488778051982173,0.054901960784313725,0.007802127478669076,2.1921568627450982
27323541,18707,7376.0,2.494906523207973,195,13377,0.3942909071470573,0.00033824654598806574,0.13336753745699326,0.026437093275488068,0.012794392426707553,1.3984450923226432
22274902,13149,1991.0,2.312316451542452,42,8555,0.15141835881055593,0.0011613844558224268,0.17585492824872248,0.02109492717227524,0.05505515360815362,1.5369959088252485
14576401,15752,6390.0,6.829091960978532,171,7055,0.40566277298120873,0.0010687154868511005,0.43353808792397996,0.02676056338028169,0.03993621029812007,2.2327427356484764
2390251,48641,15000.0,8.834605471761444,458,19577,0.30838181780802204,0.0005889736981174295,0.18162877966656615,0.030533333333333332,0.01928953159773241,2.484599274659039
2576437,128938,51628.0,10.89911695961518,696,59274,0.4004094991391211,0.00021110864181481326,0.0845299055330095,0.013481056790888665,0.015659650804044797,2.1752876471977594
3892353,37167,13109.0,27.345142655867168,767,17020,0.35270535690262866,0.002085982352266929,0.735737150048892,0.05850942100846746,0.035652076474403084,2.1837250293772033
22589171,16614,3148.0,3.953433218073433,94,9187,0.18947875285903454,0.0012558555330601756,0.23795794017536012,0.02986022871664549,0.04205780019227057,1.808424948296506
442617,11404,3129.0,1.869235858358709,131,7027,0.2743774114345844,0.0005973908144323135,0.16391054527873633,0.04186641099392777,0.014268976018005412,1.6228831649352498
26891650,30922,10998.0,9.80558187126818,5491,20268,0.3556691029040812,0.000891578638958736,0.3171069746868954,0.4992725950172759,0.0017857552123963175,1.5256562068284982
17288254,37940,14047.0,6.787772380728814,550,19687,0.3702424881391671,0.000483218650297488,0.17890807540139203,0.03915426781519186,0.012341404328597844,1.9271600548585361
23852343,11602,4851.0,8.079408812291359,160,3083,0.4181175659369074,0.0016655140821050006,0.6963806940433854,0.03298289012574727,0.05049630507682099,3.763217645150827
29614013,14232,5972.0,3.6301830630874297,126,7230,0.4196177627880832,0.0006078672242276339,0.25507188470260184,0.021098459477561955,0.028810976691170078,1.9684647302904563
25866076,22429,8650.0,2.5244263201921253,99,9045,0.38566142048241114,0.00029184119308579484,0.11255188908074927,0.011445086705202312,0.025499255759516417,2.479712548369265
14102485,13462,4068.0,9.631101432653693,40,5490,0.30218392512256725,0.002367527392491075,0.7154287202981499,0.00983284169124877,0.24077753581634234,2.452094717668488
2953716,38028,14344.0,2.472930659327459,247,18462,0.37719575049963183,0.0001724017470250599,0.06502920635656514,0.017219743446737313,0.010011865017520077,2.059798505037374
11289564,35239,13353.0,7.62596980685708,575,18249,0.3789267572859616,0.0005711053551154857,0.21640710028255855,0.0430614843106418,0.0132625561858384,1.9310099183516904
23385780,14280,3931.0,11.347766354953702,62,6299,0.27528011204481795,0.002886737816065556,0.7946615094505394,0.015772068176036633,0.18302848959602744,2.267026512144785
12843317,27166,14567.0,16.27939762341964,341,7602,0.5362217477729515,0.0011175532109164302,0.5992563359868822,0.023409075307201207,0.04774016898363531,3.5735332807156013
13661597,41107,14403.0,8.411722517213411,202,22410,0.3503782810713504,0.0005840257250026669,0.2046299296278836,0.014024855932791779,0.04164219067927431,1.8343150379294957
14257845,18338,7503.0,7.172689513960538,528,10744,0.4091503980804886,0.0009559762113768544,0.39113804744031727,0.0703718512594962,0.013584639230985868,1.7068131049888309
24119478,12200,3594.0,4.148635244667977,336,8002,0.2945901639344262,0.00115432254999109,0.34005206923508,0.09348914858096828,0.012347128704368979,1.5246188452886777
22419532,39020,11980.0,4.475217903819702,143,21988,0.3070220399794977,0.00037355742102000857,0.11469036145104312,0.011936560934891486,0.03129523009664128,1.7746043296343461
6210424,21533,9509.0,7.091195089597736,344,9149,0.4416012631774486,0.0007457351024921376,0.329317563256292,0.03617625407508676,0.020613939213946907,2.353590556344956
13947793,23920,8312.0,5.906291705168553,38,9582,0.3474916387959866,0.0007105740742503071,0.24691854954718034,0.004571703561116458,0.15542872908338298,2.496347317887706
9106407,20877,5468.0,3.0120195166948376,2198,11843,0.26191502610528333,0.0005508448274862541,0.14427453737102253,0.4019751280175567,0.0013703455489967413,1.7628134763151229
4800911,18333,7842.0,2.219652933562943,207,11457,0.4277532318769432,0.00028304679081394326,0.12107417954306131,0.026396327467482786,0.010722961031705038,1.6001571091908877
30491418,186644,72873.0,119.0515204626812,3526,81435,0.39043848181564905,0.001633684910223007,0.6378534561126058,0.04838554745927847,0.03376390257024424,2.2919383557438446
4869922,48085,23125.0,27.387653357737147,664,9839,0.4809192055734637,0.001184330956010255,0.5695675025005126,0.028713513513513512,0.041246465900206544,4.887183656875699
32323516,108748,28589.0,22.09369547759545,605,56645,0.26289219112075624,0.0007728040672145038,0.2031641545370531,0.02116198537899192,0.03651850492164537,1.9198164003883837
9100693,100926,39442.0,20.840787765408272,18990,53237,0.3908011810633534,0.0005283907450283524,0.2064957272200253,0.48146645707621316,0.0010974611777466179,1.8957867648439994
12121528,53027,20952.0,34.24369713163576,3248,22599,0.3951194674411149,0.0016343879883369493,0.6457785115438505,0.15502100038182512,0.010543010200626774,2.3464312580202664
14121532,94354,38950.0,47.79383567314637,5633,55933,0.41280708819975837,0.0012270561148432957,0.5065374618261692,0.14462130937098844,0.008484614889605249,1.6869111258112384
14235907,63451,26621.0,51.163267896228184,1943,27149,0.4195520953176467,0.0019219138235313544,0.8063429716825296,0.07298749107847188,0.02633209876285547,2.3371394894839588
26321366,42947,12254.0,5.166530946932053,748,25842,0.28532842806249564,0.00042161995649845377,0.12030015942748161,0.06104129263913824,0.00690712693440114,1.6619069731444935
15746419,45738,18503.0,28.460216608601442,740,18170,0.4045432681796318,0.001538140658736499,0.622244449005235,0.03999351456520564,0.038459752173785736,2.517226197028068
27323540,21846,7647.0,1.5410198399273096,331,16767,0.35004119747322165,0.00020151952921764217,0.07054013732158335,0.0432849483457565,0.004655649063224501,1.3029164430130613
9500303,11140,5425.0,9.841154102590462,140,2446,0.486983842010772,0.0018140376225973202,0.8834070110045299,0.025806451612903226,0.07029395787564616,4.55437448896157
11500306,41625,17663.0,7.034574794922971,386,19419,0.42433633633633633,0.0003982661379676709,0.16899879387202332,0.02185359225499632,0.0182242870334792,2.143519233740151
30535894,72504,37200.0,27.457551164019485,1887,25161,0.5130751406818934,0.0007381062140865452,0.378703949630634,0.050725806451612905,0.014550901517763374,2.8816024800286155
15568932,22990,8161.0,2.8443324975520317,517,12259,0.3549804262722923,0.0003485274473167543,0.12372042181609534,0.06335007964710207,0.005501610246715728,1.8753568806591077
20938751,35375,11710.0,17.763486637588127,1649,19023,0.33102473498233215,0.0015169501825438195,0.5021480321579683,0.1408198121263877,0.010772278130738706,1.8595910213951532
4293600,29383,7773.0,3.292388468643866,201,14077,0.2645407208249668,0.0004235672801548779,0.11205079361004207,0.025858741798533386,0.016380042132556547,2.0873055338495416
3828354,18815,5877.0,7.396931027813069,672,7369,0.3123571618389583,0.001258623622224446,0.39314010246149717,0.11434405308831036,0.011007337839007543,2.553263672140046
16321090,28296,7129.0,9.134272433278229,549,15972,0.25194373763076056,0.0012812838312916577,0.3228114374214811,0.07700939823257119,0.016638019004149778,1.7716003005259204
3466867,10309,3664.0,4.629633887762659,943,4233,0.35541759627509945,0.0012635463667474507,0.44908661245151416,0.25736899563318777,0.004909473900066447,2.435388613276636
30175072,17378,5581.0,9.610946726255849,209,9351,0.32115318218437106,0.0017220832693524187,0.5530525219389946,0.03744848593442036,0.04598539103471698,1.8584108651481126
31736975,34923,9006.0,5.581243743006437,849,21583,0.25788162528992353,0.0006197250436382897,0.15981570148631094,0.09427048634243837,0.006573903113081788,1.6180790436917944
17321082,90065,33989.0,36.74146963824855,1353,34854,0.3773830011658247,0.0010809811891567434,0.4079439253677739,0.039806996381182146,0.027155557751846676,2.5840649566764218
8710016,29496,11601.0,5.045278410500342,832,12761,0.3933075671277461,0.00043490030260325333,0.17104957996000617,0.07171795534867684,0.006064036551082142,2.311417600501528
30328739,16396,5210.0,10.60709099879477,56,6379,0.3177604293730178,0.002035909980574812,0.6469316295922646,0.010748560460652591,0.18941233926419235,2.57030882583477
787943,36050,9750.0,13.482769659257585,551,16990,0.27045769764216365,0.0013828481701802652,0.37400193229563344,0.056512820512820514,0.02446963640518618,2.1218363743378457
32398755,21474,8303.0,5.245194592640727,251,7546,0.38665362764273076,0.0006317228221896576,0.24425792086433487,0.030230037335902685,0.020897189612114453,2.8457460906440497
9100692,40265,14466.0,6.672558512401219,7318,23413,0.35926983732770396,0.0004612580196599764,0.1657160936893386,0.5058758468132172,0.0009118008352557008,1.7197710673557425
23852329,112773,36213.0,54.43829981482116,1274,53491,0.32111409645925887,0.0015032805847298252,0.48272458669026413,0.03518073619970729,0.04273021963486747,2.1082612028191656
28729609,12652,3993.0,4.259967989595899,324,5721,0.3156022763199494,0.0010668590006501124,0.33670312911760186,0.0811419984973704,0.013148049350604627,2.2115014857542388
6336377,11017,3974.0,2.148790019919542,42,5235,0.3607152582372697,0.0005407121338499099,0.19504311699369536,0.010568696527428284,0.051161667140941475,2.1044890162368675
10383101,11380,4527.0,2.726129212108673,191,5876,0.39780316344463973,0.0006021933315901642,0.2395544123118342,0.0421912966644577,0.014272927812087294,1.9366916269571137
8403848,85868,28973.0,18.17168056856678,1118,43417,0.3374132389248614,0.0006271936136598482,0.21162342861795758,0.03858765057122148,0.016253739327877263,1.9777506506667895
24045154,10092,3283.0,3.4832393506027053,172,2651,0.3253071739992073,0.0010609927964065505,0.3451485682325312,0.05239110569600975,0.020251391573271542,3.806865333836288
18436526,23430,6312.0,1.7458908127703803,161,13406,0.26939820742637643,0.0002765986712247117,0.07451518620445499,0.02550697084917617,0.010844042315343977,1.7477248992988215
22233130,17524,7301.0,6.886885671903251,87,8070,0.4166286236019174,0.0009432797797429463,0.3929973563058235,0.011916175866319682,0.0791596054241753,2.1714993804213134
29531983,13563,4153.0,0.5601734460931371,1563,7216,0.3062006930620069,0.00013488404673564584,0.04130158859346289,0.376354442571635,0.0003583963186776309,1.8795731707317074
10491643,21645,8018.0,2.606021708247807,167,11552,0.37043197043197046,0.0003250214153464464,0.120398323319372,0.020828136692442007,0.015604920408669504,1.8737015235457064
5121547,20336,5931.0,15.409887441870046,467,10756,0.29165027537372146,0.0025981938023722888,0.7577639379361746,0.0787388298769179,0.032997617648543996,1.8906656749721087
24126625,53878,27649.0,9.070622382884197,780,34200,0.5131779204870263,0.0003280633072763643,0.16835484581618096,0.028210785200188073,0.01162900305497974,1.5753801169590644
22723823,15298,5858.0,1.9733038449059677,76,9504,0.3829258726630932,0.00033685623846124404,0.12899096907477892,0.012973711164219871,0.02596452427507852,1.6096380471380471
18498193,15383,3869.0,3.956417640283649,110,4903,0.2515114086979133,0.0010225943758810155,0.25719415200439766,0.02843111915223572,0.03596743309348772,3.1374668570263102
24843279,10357,4597.0,3.0348673612785606,502,4662,0.44385439799169646,0.0006601843291882881,0.2930257179954196,0.10920165325212094,0.006045552512507093,2.2215787215787217
20695010,19406,3518.0,1.0743737445160444,176,13207,0.18128413892610531,0.0003053933327220138,0.05536296735628385,0.050028425241614556,0.006104396275659343,1.4693723025668206
3291800,25744,8787.0,7.6702651449673835,338,13589,0.341322249844624,0.0008729105661735955,0.2979437983595161,0.03846591555707295,0.022693092144873916,1.8944734711899331
29091102,11139,3254.0,1.730994711996664,102,6499,0.29212676182781216,0.0005319590387205483,0.1553994714064695,0.0313460356484327,0.016970536392124157,1.7139559932297277
17288262,18009,5211.0,6.724338573129613,268,8173,0.2893553223388306,0.0012904123149356387,0.3733876713381983,0.05142966800997889,0.02509081557137915,2.203474856233941
21016759,17174,6196.0,1.9737006452313062,522,8073,0.3607779201117969,0.000318544326215511,0.11492375947544581,0.0842479018721756,0.0037810357188339198,2.1273380403815185
2694554,14572,6848.0,1.5156237570360098,529,4870,0.4699423552017568,0.00022132356265128648,0.10400931629398916,0.07724883177570094,0.002865073264718355,2.9921971252566735
30881002,18892,5292.0,2.300148357165805,2759,9299,0.28011856870633073,0.0004346463259950501,0.12175250673119865,0.5213529856386999,0.0008336891472148622,2.0316163028282612
21765872,12261,4668.0,1.9109719156863327,88,6452,0.38071935404942503,0.00040937701707076537,0.15585775350186223,0.018851756640959727,0.021715589950981055,1.9003409795412276
19602309,114778,40393.0,18.906606233164858,373,67239,0.35192284235654914,0.00046806640341556354,0.1647232591016123,0.009234273265169707,0.050687952367734206,1.7070152738737936
716288,57379,18292.0,8.766629929391842,270,37522,0.31879258962338136,0.0004792603285256856,0.15278464123445584,0.014760551060572929,0.032468999738488304,1.529209530408827
